responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
21525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,57, producing ,1007,295,1934140.399999857,283.03125,956.65625,303.03125,1040.71875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,57, producing ,1027,295,1934194.0999999046,283.03125,956.65625,303.03125,1040.71875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,57, producing ,1038,296,1934243.5,283.03125,956.65625,303.03125,1040.71875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,57, producing ,1040,296,1934290.399999857,283.03125,956.65625,303.03125,1040.71875,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,57, producing ,963,296,,273.03125,956.65625,313.03125,1040.71875,5,7,hover,518.4000000953674,518.4000000953674,0.9914498141263941,0.57421875,140,,,intermediate,3,,,,,,,,,,,,,,
21728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,58, an ,1047,296,1934343.5999999046,283.03125,1040.71875,303.03125,1065.75,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,58, an ,1058,296,1934394.5,283.03125,1040.71875,303.03125,1065.75,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,58, an ,1042,296,,273.03125,1040.71875,313.03125,1065.75,5,8,hover,132.70000004768372,132.70000004768372,0.850187265917603,0.57421875,140,,,intermediate,3,,,,,,,,,,,,,,
21825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,59, exterior ,1067,296,1934440.0999999046,283.03125,1065.75,303.03125,1130.78125,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,59, exterior ,1087,296,1934488.5999999046,283.03125,1065.75,303.03125,1130.78125,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,59, exterior ,1099,296,1934543.2999999523,283.03125,1065.75,303.03125,1130.78125,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,59, exterior ,1106,296,1934590,283.03125,1065.75,303.03125,1130.78125,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,59, exterior ,1126,296,1934643.2999999523,283.03125,1065.75,303.03125,1130.78125,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,59, exterior ,1067,296,,273.03125,1065.75,313.03125,1130.78125,5,9,hover,249.39999985694885,249.39999985694885,0.987986544930322,0.57421875,140,,,intermediate,3,,,,,,,,,,,,,,
22079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1136,296,1934694,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1146,296,1934739.2999999523,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1155,296,1934790.5999999046,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1161,296,1934838.399999857,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1173,296,1934894.7999999523,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,60, lighting ,1179,296,1934939.399999857,283.03125,1130.78125,303.03125,1192.828125,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,60, lighting ,1134,296,,273.03125,1130.78125,313.03125,1192.828125,5,10,hover,317.10000014305115,317.10000014305115,0.9221858473936037,0.57421875,140,,,intermediate,3,,,,,,,,,,,,,,
22380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1195,296,1934994.6999998093,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1203,296,1935039.7999999523,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1215,296,1935088,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1219,296,1935158,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1222,296,1935194.2999999523,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1234,298,1935238.399999857,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1248,299,1935291.0999999046,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1247,301,1935343.6999998093,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,61, master ,1215,305,1935393.6999998093,283.03125,1192.828125,303.03125,1252.84375,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,61, master ,1195,296,,273.03125,1192.828125,313.03125,1252.84375,5,11,hover,415.19999980926514,415.19999980926514,0.36943504295756313,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,60, lighting ,1185,305,,273.03125,1130.78125,313.03125,1192.828125,5,10,hover,16.300000190734863,16.300000190734863,0.87383530596827,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,59, exterior ,1108,305,,273.03125,1065.75,313.03125,1130.78125,5,9,hover,16.899999856948853,16.899999856948853,0.6496876501681884,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,58, an ,1054,305,1935442,283.03125,1040.71875,303.03125,1065.75,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,58, an ,1054,305,,273.03125,1040.71875,313.03125,1065.75,5,8,hover,17.100000143051147,17.100000143051147,0.5305867665418227,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,57, producing ,999,305,,273.03125,956.65625,313.03125,1040.71875,5,7,hover,16.699999809265137,16.699999809265137,0.5037174721189591,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,56, and ,950,305,,273.03125,921.609375,313.03125,956.65625,5,6,hover,17.100000143051147,17.100000143051147,0.8100757913508694,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,55, readings ,909,305,1935493.5,283.03125,847.546875,303.03125,921.609375,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,55, readings ,909,305,,273.03125,847.546875,313.03125,921.609375,5,5,hover,32.5,32.5,0.11413502109704642,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,54, light ,828,305,,273.03125,809.515625,313.03125,847.546875,5,4,hover,19.5,19.5,0.48603122432210355,0.79921875,140,,,intermediate,3,,,,,,,,,,,,,,
22930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,52, thousands ,786,305,1935545.399999857,283.03125,701.421875,303.03125,789.5,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,52, thousands ,786,305,,273.03125,701.421875,313.03125,789.5,5,2,hover,47.299999952316284,47.299999952316284,0.16551357104843,0.84921875,140,,,intermediate,3,,,,,,,,,,,,,,
22978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,51, collecting ,675,312,1935593.1999998093,283.03125,621.375,303.03125,701.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
22992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,51, collecting ,675,312,,273.03125,621.375,313.03125,701.421875,5,1,hover,16.40000009536743,16.40000009536743,0.6699199687682998,0.97421875,140,,,intermediate,3,,,,,,,,,,,,,,
23009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,63, that ,628,321,,313.03125,621.375,353.03125,656.40625,6,1,hover,17.5,17.5,0.18911685994647637,0.19921875,140,,,intermediate,3,,,,,,,,,,,,,,
23022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,608,323,1935637.5999999046,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,591,329,1935692,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,586,335,1935741.5,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,584,342,1935788.5,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,579,348,1935840.0999999046,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,579,348,1935898.0999999046,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,-1,999,598,348,1935942.399999857,,,,,,,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,63, that ,623,348,1935989.0999999046,323.03125,621.375,343.03125,656.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,63, that ,634,347,1936040.5999999046,323.03125,621.375,343.03125,656.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,63, that ,646,347,1936092.2999999523,323.03125,621.375,343.03125,656.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,63, that ,623,348,,313.03125,621.375,353.03125,656.40625,6,1,hover,167.19999980926514,167.19999980926514,0.9884032114183765,0.84921875,140,,,intermediate,3,,,,,,,,,,,,,,
23528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,661,347,1936143.5,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,673,347,1936188.2999999523,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,681,347,1936241.2999999523,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,697,347,1936291.1999998093,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,706,347,1936341.6999998093,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,713,347,1936392.2999999523,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,726,345,1936442.7999999523,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,64, influences ,735,344,1936489.2999999523,323.03125,656.40625,343.03125,742.46875,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,64, influences ,661,347,,313.03125,656.40625,353.03125,742.46875,6,2,hover,400.10000014305115,400.10000014305115,0.9945533769063181,0.72421875,140,,,intermediate,3,,,,,,,,,,,,,,
23930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,65, the ,743,342,1936544.6999998093,323.03125,742.46875,343.03125,772.5,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
23978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,65, the ,749,340,1936593.399999857,323.03125,742.46875,343.03125,772.5,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,65, the ,756,339,1936642.899999857,323.03125,742.46875,343.03125,772.5,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,65, the ,762,339,1936693.399999857,323.03125,742.46875,343.03125,772.5,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,65, the ,743,342,,313.03125,742.46875,353.03125,772.5,6,3,hover,199.70000004768372,199.70000004768372,0.9833506763787722,0.64921875,140,,,intermediate,3,,,,,,,,,,,,,,
24129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,775,339,1936744,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,789,339,1936794,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,795,339,1936838.1999998093,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,806,336,1936894.0999999046,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,814,335,1936940.0999999046,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,828,332,1936993.0999999046,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,837,331,1937043.899999857,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,841,331,1937088.6999998093,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,853,331,1937143.0999999046,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,66, construction ,861,331,1937189.1999998093,323.03125,772.5,343.03125,874.5625,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,66, construction ,775,339,,313.03125,772.5,353.03125,874.5625,6,4,hover,499.59999990463257,499.59999990463257,0.994488671157379,0.44921875,140,,,intermediate,3,,,,,,,,,,,,,,
24628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,67, of ,880,331,1937242.7999999523,323.03125,874.5625,343.03125,894.578125,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,67, of ,885,331,1937289.1999998093,323.03125,874.5625,343.03125,894.578125,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,67, of ,893,331,1937342.5999999046,323.03125,874.5625,343.03125,894.578125,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,6,3,17,18,67, of ,880,331,,313.03125,874.5625,353.03125,894.578125,6,5,hover,133.29999995231628,133.29999995231628,0.9711163153786104,0.44921875,140,,,intermediate,3,,,,,,,,,,,,,,
24777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,898,332,1937392,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,911,334,1937441.399999857,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,916,335,1937494.0999999046,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,916,335,1937548.7999999523,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
24980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,916,336,1937595.5999999046,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
25024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,6,3,17,18,68, new ,916,336,1937638.6999998093,323.03125,894.578125,343.03125,932.609375,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
