responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
12787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,23, food. ,800,176,2071093.5,151.16250610351562,794.5375366210938,171.16250610351562,839.2500381469727,2,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
12838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,23, food. ,816,171,2071143.8000000007,151.16250610351562,794.5375366210938,171.16250610351562,839.2500381469727,2,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
12888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,23, food. ,820,170,2071194.1999999993,151.16250610351562,794.5375366210938,171.16250610351562,839.2500381469727,2,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
12954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,23, food. ,832,167,2071260.1999999993,151.16250610351562,794.5375366210938,171.16250610351562,839.2500381469727,2,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
12988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,23, food. ,834,167,2071293.9000000004,151.16250610351562,794.5375366210938,171.16250610351562,839.2500381469727,2,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,23, food. ,796,177,,141.16250228881836,794.5375328063965,181.16250610351562,839.2500190734863,2,9,hover,250.40000000037253,250.40000000037253,0.9496780595011906,0.645937381178152,116,,,intermediate,3,,,,,,,,,,,,,,
13039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,24, The ,842,167,2071344.9000000004,151.16250610351562,839.25,171.16250610351562,875.2750015258789,2,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,24, The ,852,167,2071393.5999999996,151.16250610351562,839.25,171.16250610351562,875.2750015258789,2,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,24, The ,840,167,,141.16250228881836,839.2500190734863,181.16250610351562,875.2750129699707,2,10,hover,117.59999999962747,117.59999999962747,0.9646075451495044,0.645937381178152,116,,,intermediate,3,,,,,,,,,,,,,,
13139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,884,167,2071445,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,903,167,2071497.0999999996,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,916,167,2071556,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,916,167,2071600.6999999993,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,936,167,2071659.3000000007,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,942,169,2071696.8000000007,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,25, increase ,884,167,,141.16250228881836,875.2750129699707,181.16250610351562,948.3125114440918,2,11,hover,265.19999999925494,265.19999999925494,0.9135716368171006,0.6959373764097808,116,,,intermediate,3,,,,,,,,,,,,,,
13433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,26, will ,950,171,,141.16250228881836,948.3125114440918,181.16250610351562,978.3125,2,12,hover,33.20000000111759,33.20000000111759,0.6562498688697315,0.820937364488853,116,,,intermediate,3,,,,,,,,,,,,,,
13438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,983,174,2071744.0999999996,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,992,174,2071805.8000000007,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,992,174,2071856,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,992,174,2071895.4000000004,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,992,174,2071972.3000000007,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,992,174,2072003.6999999993,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,27, put ,987,176,2072048.1999999993,151.16250610351562,978.3125,171.16250610351562,1008.3374996185303,2,13,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,27, put ,983,174,,141.16250228881836,978.3125,181.16250610351562,1008.3375120162964,2,13,hover,333.59999999962747,333.59999999962747,0.05620314153693234,0.8709373597204819,116,,,intermediate,3,,,,,,,,,,,,,,
13783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,26, will ,953,176,,141.16250228881836,948.3125114440918,181.16250610351562,978.3125,2,12,hover,16.5,16.5,0.15624967813479543,0.8709373597204819,116,,,intermediate,3,,,,,,,,,,,,,,
13790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,944,177,2072096.5999999996,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,25, increase ,903,181,2072145.3000000007,151.16250610351562,875.2750244140625,171.16250610351562,948.3125228881836,2,11,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,25, increase ,944,177,,141.16250228881836,875.2750129699707,181.16250610351562,948.3125114440918,2,11,hover,83.40000000037253,83.40000000037253,0.07838421563763982,0.9959373477995541,116,,,intermediate,3,,,,,,,,,,,,,,
13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,24, The ,863,181,,141.16250228881836,839.2500190734863,181.16250610351562,875.2750129699707,2,10,hover,17.09999999962747,17.09999999962747,0.6592639819664591,0.9959373477995541,116,,,intermediate,3,,,,,,,,,,,,,,
13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,35, fisheries ,843,184,2072194.5,191.16250610351562,787.4125366210938,211.16250610351562,859.4500350952148,3,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,35, fisheries ,843,184,,181.16250610351562,787.412525177002,221.16250610351562,859.450023651123,3,7,hover,50.40000000037253,50.40000000037253,0.04980010271021306,0.07093734741210937,116,,,intermediate,3,,,,,,,,,,,,,,
13939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,34," forests, ",749,184,2072244.8000000007,191.16250610351562,723.3875122070312,211.16250610351562,787.4125137329102,3,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
13952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,34," forests, ",749,184,,181.16250610351562,723.3875007629395,221.16250610351562,787.412525177002,3,6,hover,16.59999999962747,16.59999999962747,0.40003888278775884,0.07093734741210937,116,,,intermediate,3,,,,,,,,,,,,,,
13968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,33," water, ",703,184,,181.16250610351562,670.3625011444092,221.16250610351562,723.3875007629395,3,5,hover,16.5,16.5,0.6155115340007513,0.07093734741210937,116,,,intermediate,3,,,,,,,,,,,,,,
13991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",634,189,2072296.8000000007,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,32," land, ",667,185,,181.16250610351562,626.3250198364258,221.16250610351562,670.3625011444092,3,4,hover,33,33,0.17428290482595898,0.19593734741210939,116,,,intermediate,3,,,,,,,,,,,,,,
14039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,612,191,2072345,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,591,194,2072394.8000000007,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,552,196,2072443.9000000004,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,31, agricultural ,624,191,,181.16250610351562,533.2750120162964,221.16250610351562,626.3250198364258,3,3,hover,167.19999999925494,167.19999999925494,0.05077901758844842,0.3709373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
14184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,30, on ,524,196,,181.16250610351562,508.24999618530273,221.16250610351562,533.2750120162964,3,2,hover,16.300000000745058,16.300000000745058,0.6293703836618868,0.3709373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
14188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,507,196,2072494.6999999993,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,476,199,2072545.1999999993,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,468,199,2072594,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,468,199,2072648.4000000004,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,457,206,2072696.8000000007,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,450,206,2072756.5,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,450,206,2072804,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,450,206,2072849.4000000004,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,29, pressure ,487,206,2072893.6999999993,191.16250610351562,433.2124938964844,211.16250610351562,508.24999237060547,3,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,29, pressure ,507,196,,181.16250610351562,433.2124938964844,221.16250610351562,508.24999618530273,3,1,hover,416.5,416.5,0.7168083220106157,0.6209373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
14638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,516,206,2072944.0999999996,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,516,206,2073007.0999999996,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,516,206,2073052.4000000004,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,516,206,2073099.9000000004,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,516,206,2073144.6999999993,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,518,206,2073194.1999999993,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,30, on ,528,206,2073243.8000000007,191.16250610351562,508.25,211.16250610351562,533.2749996185303,3,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
14968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,30, on ,511,206,,181.16250610351562,508.24999618530273,221.16250610351562,533.2750120162964,3,2,hover,367.30000000074506,367.30000000074506,0.949050501110282,0.6209373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
14988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,540,206,2073294.5,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,569,206,2073344.5,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,613,206,2073393.8000000007,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,31, agricultural ,620,206,2073458.3000000007,191.16250610351562,533.2750244140625,211.16250610351562,626.3250274658203,3,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,31, agricultural ,535,206,,181.16250610351562,533.2750120162964,221.16250610351562,626.3250198364258,3,3,hover,216.39999999850988,216.39999999850988,0.996507041277696,0.6209373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
15203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",642,207,2073509.6999999993,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",648,207,2073543.6999999993,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",648,207,2073607,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",648,207,2073654.8000000007,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",648,207,2073708.0999999996,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",651,207,2073744.6999999993,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",653,207,2073793.6999999993,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",657,207,2073844.9000000004,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,32," land, ",664,207,2073893.6999999993,191.16250610351562,626.3250122070312,211.16250610351562,670.3625144958496,3,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,32," land, ",630,207,,181.16250610351562,626.3250198364258,221.16250610351562,670.3625011444092,3,4,hover,433.30000000074506,433.30000000074506,0.9690604207157012,0.6459373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
15638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",676,207,2073944.6999999993,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",677,207,2073994.4000000004,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",686,207,2074044.6999999993,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",690,207,2074093.9000000004,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",700,209,2074144.0999999996,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",703,209,2074194.9000000004,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,12,3,15,16,33," water, ",720,210,2074244,191.16250610351562,670.3624877929688,211.16250610351562,723.3874893188477,3,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
15951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,12,3,15,16,33," water, ",673,207,,181.16250610351562,670.3625011444092,221.16250610351562,723.3875007629395,3,5,hover,333.59999999962747,333.59999999962747,0.936115025227541,0.7209373474121094,116,,,intermediate,3,,,,,,,,,,,,,,
