responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,800,279,473047.09999999776,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
4791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,819,283,473097.69999999925,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,824,286,473147.09999999776,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,820,293,473197.09999999776,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473247.69999999925,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473296.80000000075,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473347.8999999985,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473397.30000000075,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473446.80000000075,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473497.59999999776,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473548,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,1,15,16,-1,999,795,312,473596.80000000075,,,,,,,,,,,,,,,elementary,1,,,,,,,,,,,,,,
6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ele,8,1,15,,,,,,,,,,,,,,,,,,,They emit a significant amount of radiation,1,,,,,,,,,,,,,,,,
6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They emit a significant amount of radiation,,,,,,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,317,99,476747.5,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,310,82,476797.3999999985,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,310,82,476846.69999999925,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,310,82,476896.8999999985,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,339,100,476946.80000000075,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,398,155,476997.3999999985,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,13, organization ,398,155,,hover,50.099999997764826,50.099999997764826,0.4329568710679906,0.909375,70,138.625,385.375,178.625,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,25," December, ",439,180,477047.3999999985,,,,,,,188.375,410.3984375,208.875,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,25," December, ",454,182,477097.80000000075,,,,,,,188.375,410.3984375,208.875,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,25," December, ",439,180,,hover,83.80000000074506,83.80000000074506,0.4845115844861241,0.084375,70,178.625,410.3984375,218.625,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,456,170,477147.80000000075,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,460,143,477197.59999999776,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,13, organization ,456,177,,hover,83.90000000223517,83.90000000223517,0.7240203138027742,0.109375,70,138.625,385.375,178.625,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,2, International ,466,115,477247,,,,,,,108.375,421.3984375,128.875,525.4765625,1,2,,,elementary,2,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,2, International ,461,132,,hover,82.09999999776483,82.09999999776483,0.5054045939048191,0.009375,70,98.625,421.3984375,138.625,525.4765625,1,2,,,elementary,2,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,479,93,477297,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,-1,999,518,88,477347.59999999776,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,3, Union ,566,105,,hover,17.300000000745058,17.300000000745058,0.7788288288288289,0.159375,70,98.625,525.4765625,138.625,577.5078125,1,3,,,elementary,2,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,4, of ,594,114,477398.09999999776,,,,,,,108.375,577.5078125,128.875,597.5234375,1,4,,,elementary,2,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,4, of ,594,114,,hover,16.300000000745058,16.300000000745058,0.8239656518345043,0.384375,70,98.625,577.5078125,138.625,597.5234375,1,4,,,elementary,2,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,5, Pure ,623,121,,hover,16.599999997764826,16.599999997764826,0.5921554385327764,0.559375,70,98.625,597.5234375,138.625,640.546875,1,5,,,elementary,2,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,6, and ,650,127,,hover,16.400000002235174,16.400000002235174,0.2736318407960199,0.709375,70,98.625,640.546875,138.625,675.09375,1,6,,,elementary,2,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,7, Applied ,677,130,477447.59999999776,,,,,,,108.375,675.09375,128.875,739.65625,1,7,,,elementary,2,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,7, Applied ,677,130,,hover,50.79999999701977,50.79999999701977,0.7729912875121007,0.834375,70,98.625,675.09375,138.625,739.65625,1,7,,,elementary,2,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,8, Chemistry ,748,132,477498.69999999925,,,,,,,108.375,739.65625,128.875,825.671875,1,8,,,elementary,2,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,8, Chemistry ,804,129,477547.59999999776,,,,,,,108.375,739.65625,128.875,825.671875,1,8,,,elementary,2,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,8, Chemistry ,748,132,,hover,82.30000000074506,82.30000000074506,0.9224341507720254,0.709375,70,98.625,739.65625,138.625,825.671875,1,8,,,elementary,2,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,9, (IUPAC) ,842,125,477597.8999999985,,,,,,,108.375,825.671875,128.875,896.3515625,1,9,,,elementary,2,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,9, (IUPAC) ,878,123,477646.8999999985,,,,,,,108.375,825.671875,128.875,896.3515625,1,9,,,elementary,2,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,9, (IUPAC) ,831,126,,hover,118.19999999925494,118.19999999925494,0.9242842931358461,0.659375,70,98.625,825.671875,138.625,896.3515625,1,9,,,elementary,2,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,10, is ,898,127,477696.80000000075,,,,,,,108.375,896.3515625,128.875,914.3515625,1,10,,,elementary,2,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,10, is ,914,135,477747.8999999985,,,,,,,108.375,896.3515625,128.875,914.3515625,1,10,,,elementary,2,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,10, is ,898,127,,hover,66.5,66.5,0.98046875,0.909375,70,98.625,896.3515625,138.625,914.3515625,1,10,,,elementary,2,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,21, new ,925,146,477797.5,,,,,,,148.375,904.3203125,168.875,942.34375,2,9,,,elementary,2,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,21, new ,929,155,477847.59999999776,,,,,,,148.375,904.3203125,168.875,942.34375,2,9,,,elementary,2,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,21, new ,930,160,477897.80000000075,,,,,,,148.375,904.3203125,168.875,942.34375,2,9,,,elementary,2,,,,,,,,,,,,,,
1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,21, new ,917,163,477947.69999999925,,,,,,,148.375,904.3203125,168.875,942.34375,2,9,,,elementary,2,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,21, new ,918,139,,hover,216.40000000223517,216.40000000223517,0.044175056502979246,0.609375,70,138.625,904.3203125,178.625,942.34375,2,9,,,elementary,2,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,20, the ,886,163,,hover,16.800000000745058,16.800000000745058,0.38979963570127507,0.609375,70,138.625,874.296875,178.625,904.3203125,2,8,,,elementary,2,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,19, confirmed ,865,163,477998,,,,,,,148.375,790.2578125,168.875,874.296875,2,7,,,elementary,2,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,19, confirmed ,865,163,,hover,50,50,0.21111834154504044,0.409375,70,138.625,790.2578125,178.625,874.296875,2,7,,,elementary,2,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,18, IUPAC ,755,150,478047.8999999985,,,,,,,148.375,731.5703125,168.875,790.2578125,2,6,,,elementary,2,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,18, IUPAC ,755,150,,hover,32.79999999701977,32.79999999701977,0.1095580404685836,0.259375,70,138.625,731.5703125,178.625,790.2578125,2,6,,,elementary,2,,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,17, names. ,705,148,,hover,16.700000002980232,16.700000002980232,0.5850414836505613,0.234375,70,138.625,667.5390625,178.625,731.5703125,2,5,,,elementary,2,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,16, chemical ,660,147,478097.09999999776,,,,,,,148.375,591.5078125,168.875,667.5390625,2,4,,,elementary,2,,,,,,,,,,,,,,
1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,16, chemical ,660,147,,hover,49.79999999701977,49.79999999701977,0.09854089601315248,0.209375,70,138.625,591.5078125,178.625,667.5390625,2,4,,,elementary,2,,,,,,,,,,,,,,
1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,15, controls ,565,147,478147.3999999985,,,,,,,148.375,523.4765625,168.875,591.5078125,2,3,,,elementary,2,,,,,,,,,,,,,,
1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,15, controls ,565,147,,hover,33.100000001490116,33.100000001490116,0.12528709232889298,0.209375,70,138.625,523.4765625,178.625,591.5078125,2,3,,,elementary,2,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,14, that ,508,148,,hover,17.699999999254942,17.699999999254942,0.558206958073149,0.234375,70,138.625,488.4453125,178.625,523.4765625,2,2,,,elementary,2,,,,,,,,,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,483,151,478197.59999999776,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,451,156,478247.80000000075,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,433,161,478297.8999999985,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,419,167,478347.59999999776,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,413,169,478397.30000000075,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,411,170,478447.80000000075,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,408,170,478497.19999999925,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,13, organization ,408,172,478548.30000000075,,,,,,,148.375,385.375,168.875,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,13, organization ,483,151,,hover,399.9000000022352,399.9000000022352,0.22921246115364208,0.959375,70,138.625,385.375,178.625,488.4453125,2,1,,,elementary,2,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,25," December, ",413,181,478597.19999999925,,,,,,,188.375,410.3984375,208.875,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,25," December, ",448,204,478648.09999999776,,,,,,,188.375,410.3984375,208.875,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,25," December, ",413,181,,hover,99.79999999701977,99.79999999701977,0.7560892811677841,0.984375,70,178.625,410.3984375,218.625,502.453125,3,2,,,elementary,2,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,39, must ,497,221,478697.30000000075,,,,,,,228.375,480.4453125,248.875,524.453125,4,3,,,elementary,2,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,39, must ,497,221,,hover,33.100000001490116,33.100000001490116,0.7851943902006036,0.109375,70,218.625,480.4453125,258.625,524.453125,4,3,,,elementary,2,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,40, now ,549,223,478747.8999999985,,,,,,,228.375,524.453125,248.875,562.4765625,4,4,,,elementary,2,,,,,,,,,,,,,,
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,40, now ,533,224,,hover,34,34,0.6455722210807479,0.109375,70,218.625,524.453125,258.625,562.4765625,4,4,,,elementary,2,,,,,,,,,,,,,,
2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,41, think ,565,219,,hover,16.600000001490116,16.600000001490116,0.05865262393317596,0.009375,70,218.625,562.4765625,258.625,605.5,4,5,,,elementary,2,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,27, after ,586,212,,hover,16.299999997019768,16.299999997019768,0.9384879070653209,0.834375,70,178.625,547.5,218.625,588.5234375,3,4,,,elementary,2,,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,28, examining ,606,206,478798.09999999776,,,,,,,188.375,588.5234375,208.875,675.5703125,3,5,,,elementary,2,,,,,,,,,,,,,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,28, examining ,664,194,478847.3999999985,,,,,,,188.375,588.5234375,208.875,675.5703125,3,5,,,elementary,2,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,28, examining ,606,206,,hover,66.60000000149012,66.60000000149012,0.8670795189373541,0.384375,70,178.625,588.5234375,218.625,675.5703125,3,5,,,elementary,2,,,,,,,,,,,,,,
2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,29, studies ,728,192,478897.8999999985,,,,,,,188.375,675.5703125,208.875,737.609375,3,6,,,elementary,2,,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,29, studies ,684,193,,hover,49.30000000074506,49.30000000074506,0.8451076690593124,0.334375,70,178.625,675.5703125,218.625,737.609375,3,6,,,elementary,2,,,,,,,,,,,,,,
2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,30, dating ,786,192,478947.5,,,,,,,188.375,737.609375,208.875,791.65625,3,7,,,elementary,2,,,,,,,,,,,,,,
2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,30, dating ,745,192,,hover,50.099999997764826,50.099999997764826,0.8953454755709743,0.334375,70,178.625,737.609375,218.625,791.65625,3,7,,,elementary,2,,,,,,,,,,,,,,
2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,31, back ,806,193,,hover,33.600000001490116,33.600000001490116,0.6820410386780461,0.384375,70,178.625,791.65625,218.625,834.6796875,3,8,,,elementary,2,,,,,,,,,,,,,,
2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,32, to ,839,194,478997.09999999776,,,,,,,188.375,834.6796875,208.875,854.6953125,3,9,,,elementary,2,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,32, to ,839,194,,hover,17.300000000745058,17.300000000745058,0.21584699453551912,0.384375,70,178.625,834.6796875,218.625,854.6953125,3,9,,,elementary,2,,,,,,,,,,,,,,
2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,33, 2004. ,876,194,479047,,,,,,,188.375,854.6953125,208.875,904.5859375,3,10,,,elementary,2,,,,,,,,,,,,,,
2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,33, 2004. ,893,194,479098.09999999776,,,,,,,188.375,854.6953125,208.875,904.5859375,3,10,,,elementary,2,,,,,,,,,,,,,,
2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,33, 2004. ,855,194,,hover,133.80000000074506,133.80000000074506,0.9281240212965863,0.384375,70,178.625,854.6953125,218.625,904.5859375,3,10,,,elementary,2,,,,,,,,,,,,,,
2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,34, The ,905,194,479147.80000000075,,,,,,,188.375,904.5859375,208.875,940.4453125,3,11,,,elementary,2,,,,,,,,,,,,,,
2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,34, The ,913,197,479197.09999999776,,,,,,,188.375,904.5859375,208.875,940.4453125,3,11,,,elementary,2,,,,,,,,,,,,,,
2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,34, The ,919,203,479247.3999999985,,,,,,,188.375,904.5859375,208.875,940.4453125,3,11,,,elementary,2,,,,,,,,,,,,,,
2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,8,2,16,17,34, The ,923,210,479297.5,,,,,,,188.375,904.5859375,208.875,940.4453125,3,11,,,elementary,2,,,,,,,,,,,,,,
2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,8,2,16,17,34, The ,905,194,,hover,198.39999999850988,198.39999999850988,0.5135076252723312,0.984375,70,178.625,904.5859375,218.625,940.4453125,3,11,,,elementary,2,,,,,,,,,,,,,,
